"No.","Time","Source","Destination","Protocol","Length","Info"
"8966","301.835254","13.35.13.48","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58308 [ACK] Seq=6061 Ack=582 Win=4768 Len=0"
"8996","303.580327","192.168.75.216","3.94.218.138","TCP","55","[TCP Keep-Alive] 58124  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"8997","303.622380","3.94.218.138","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58124 [ACK] Seq=1 Ack=2 Win=249 Len=0"
"8998","304.916492","192.168.75.216","185.199.108.154","TCP","55","[TCP Keep-Alive] 58285  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1"
"8999","305.846280","185.199.108.154","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58285 [ACK] Seq=1 Ack=2 Win=199 Len=0"
"9001","306.236958","192.168.75.216","34.193.113.164","TCP","55","[TCP Keep-Alive] 58125  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1"
"9042","306.310585","34.193.113.164","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58125 [ACK] Seq=1 Ack=2 Win=320 Len=0"
"9044","306.732579","192.168.75.216","35.171.96.214","TCP","55","[TCP Keep-Alive] 58296  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"9046","307.856204","35.171.96.214","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58296 [ACK] Seq=1 Ack=2 Win=274 Len=0"
"9047","308.590580","192.168.75.216","35.171.96.214","TCP","55","[TCP Keep-Alive] 58297  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"9048","309.865656","35.171.96.214","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58297 [ACK] Seq=1 Ack=2 Win=274 Len=0"
"9103","312.489106","140.82.113.26","192.168.75.216","TLSv1.2","79","Application Data"
"9104","312.489465","192.168.75.216","140.82.113.26","TLSv1.2","83","Application Data"
"9105","312.940522","192.168.75.216","140.82.113.26","TCP","83","[TCP Retransmission] 58291  >  443 [PSH, ACK] Seq=146 Ack=151 Win=253 Len=29"
"9106","312.944461","140.82.113.26","192.168.75.216","TCP","54","443  >  58291 [ACK] Seq=151 Ack=175 Win=215 Len=0"
"9112","312.981315","140.82.113.26","192.168.75.216","TCP","54","[TCP Dup ACK 9106#1] 443  >  58291 [ACK] Seq=151 Ack=175 Win=215 Len=0"
"9113","313.676354","192.168.75.216","52.98.66.98","TCP","55","[TCP Keep-Alive] 58048  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1"
"9117","314.067524","52.98.66.98","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58048 [ACK] Seq=1 Ack=2 Win=264 Len=0"
"9137","316.201631","192.168.75.216","58.251.106.185","TCP","66","58309  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=2 SACK_PERM=1"
"9142","316.272083","58.251.106.185","192.168.75.216","TCP","66","443  >  58309 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"9144","316.272312","192.168.75.216","58.251.106.185","TCP","54","58309  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"9145","316.272417","192.168.75.216","58.251.106.185","TCP","352","58309  >  443 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=298 [TCP segment of a reassembled PDU]"
"9146","316.273603","192.168.75.216","101.33.47.206","TCP","66","58311  >  8081 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=2 SACK_PERM=1"
"9147","316.273606","192.168.75.216","101.33.47.206","TCP","66","58310  >  8081 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=2 SACK_PERM=1"
"9155","316.321077","58.251.106.185","192.168.75.216","TCP","54","443  >  58309 [ACK] Seq=1 Ack=299 Win=4480 Len=0"
"9156","316.511681","192.168.75.216","101.33.47.206","TCP","66","58312  >  8081 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=2 SACK_PERM=1"
"9157","316.515432","101.33.47.206","192.168.75.216","TCP","66","8081  >  58310 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"9158","316.515432","101.33.47.206","192.168.75.216","TCP","66","8081  >  58311 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"9159","316.515637","192.168.75.216","101.33.47.206","TCP","54","58310  >  8081 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"9160","316.515668","192.168.75.216","101.33.47.206","TCP","1089","58310  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=1035"
"9161","316.515682","192.168.75.216","101.33.47.206","TCP","1073","58311  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=1019"
"9162","316.515725","192.168.75.216","101.33.47.206","TCP","54","58310  >  8081 [FIN, ACK] Seq=1036 Ack=1 Win=65536 Len=0"
"9163","316.515744","192.168.75.216","101.33.47.206","TCP","54","58311  >  8081 [FIN, ACK] Seq=1020 Ack=1 Win=65536 Len=0"
"9203","316.586381","101.33.47.206","192.168.75.216","TCP","66","8081  >  58312 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"9205","316.586542","192.168.75.216","101.33.47.206","TCP","54","58312  >  8081 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"9206","316.586603","192.168.75.216","101.33.47.206","TCP","1137","58312  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=1083"
"9207","316.586701","192.168.75.216","101.33.47.206","TCP","54","58312  >  8081 [FIN, ACK] Seq=1084 Ack=1 Win=65536 Len=0"
"9208","316.587147","101.33.47.206","192.168.75.216","TCP","54","8081  >  58311 [ACK] Seq=1 Ack=1020 Win=5216 Len=0"
"9209","316.587147","101.33.47.206","192.168.75.216","TCP","54","8081  >  58310 [ACK] Seq=1 Ack=1036 Win=5216 Len=0"
"9211","316.612955","101.33.47.206","192.168.75.216","TCP","276","8081  >  58310 [PSH, ACK] Seq=1 Ack=1036 Win=5216 Len=222"
"9212","316.612955","101.33.47.206","192.168.75.216","TCP","276","8081  >  58311 [PSH, ACK] Seq=1 Ack=1020 Win=5216 Len=222"
"9213","316.613139","101.33.47.206","192.168.75.216","TCP","54","8081  >  58310 [FIN, ACK] Seq=223 Ack=1036 Win=5216 Len=0"
"9214","316.613139","101.33.47.206","192.168.75.216","TCP","54","8081  >  58311 [FIN, ACK] Seq=223 Ack=1020 Win=5216 Len=0"
"9215","316.613207","192.168.75.216","101.33.47.206","TCP","54","58310  >  8081 [ACK] Seq=1037 Ack=224 Win=65314 Len=0"
"9216","316.613280","192.168.75.216","101.33.47.206","TCP","54","58311  >  8081 [ACK] Seq=1021 Ack=224 Win=65314 Len=0"
"9218","316.789224","101.33.47.206","192.168.75.216","TCP","54","[TCP Window Update] 8081  >  58312 [ACK] Seq=1 Ack=1 Win=4192 Len=0"
"9219","316.789224","101.33.47.206","192.168.75.216","TCP","54","8081  >  58312 [ACK] Seq=1 Ack=1085 Win=5280 Len=0"
"9220","316.789369","101.33.47.206","192.168.75.216","TCP","54","8081  >  58312 [FIN, ACK] Seq=1 Ack=1085 Win=5280 Len=0"
"9222","316.789453","192.168.75.216","101.33.47.206","TCP","54","58312  >  8081 [ACK] Seq=1085 Ack=2 Win=65536 Len=0"
"9223","317.140841","192.168.75.216","157.240.208.60","TLSv1.2","85","Application Data"
"9224","317.141978","58.251.106.185","192.168.75.216","TCP","74","443  >  58309 [PSH, ACK] Seq=1 Ack=299 Win=4480 Len=20 [TCP segment of a reassembled PDU]"
"9225","317.142162","192.168.75.216","58.251.106.185","TCP","392","58309  >  443 [PSH, ACK] Seq=299 Ack=21 Win=65516 Len=338 [TCP segment of a reassembled PDU]"
"9226","317.336324","192.168.75.216","101.33.47.206","TCP","54","[TCP Retransmission] 58310  >  8081 [FIN, ACK] Seq=1036 Ack=224 Win=65314 Len=0"
"9227","317.336327","192.168.75.216","101.33.47.206","TCP","54","[TCP Retransmission] 58311  >  8081 [FIN, ACK] Seq=1020 Ack=224 Win=65314 Len=0"
"9228","317.340256","157.240.208.60","192.168.75.216","TCP","54","443  >  58281 [ACK] Seq=680 Ack=499 Win=992 Len=0"
"9229","317.340256","58.251.106.185","192.168.75.216","TCP","54","443  >  58309 [ACK] Seq=21 Ack=637 Win=4832 Len=0"
"9231","317.545640","101.33.47.206","192.168.75.216","TCP","54","8081  >  58310 [ACK] Seq=224 Ack=1037 Win=5216 Len=0"
"9232","317.545640","101.33.47.206","192.168.75.216","TCP","54","8081  >  58311 [ACK] Seq=224 Ack=1021 Win=5216 Len=0"
"9233","317.545811","157.240.208.60","192.168.75.216","TLSv1.2","92","Application Data"
"9234","317.586029","192.168.75.216","157.240.208.60","TCP","54","58281  >  443 [ACK] Seq=499 Ack=718 Win=257 Len=0"
"9236","317.610937","192.168.75.216","124.156.189.176","TCP","66","58313  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"9237","317.620031","58.251.106.185","192.168.75.216","TCP","74","443  >  58309 [PSH, ACK] Seq=21 Ack=637 Win=4832 Len=20 [TCP segment of a reassembled PDU]"
"9238","317.620254","192.168.75.216","58.251.106.185","TCP","392","58309  >  443 [PSH, ACK] Seq=637 Ack=41 Win=65496 Len=338 [TCP segment of a reassembled PDU]"
"9240","317.736648","124.156.189.176","192.168.75.216","TCP","66","80  >  58313 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"9241","317.736648","58.251.106.185","192.168.75.216","TCP","54","443  >  58309 [ACK] Seq=41 Ack=975 Win=5152 Len=0"
"9242","317.736854","192.168.75.216","124.156.189.176","TCP","54","58313  >  80 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"9243","317.737227","192.168.75.216","124.156.189.176","HTTP","762","POST / HTTP/1.1  (application/x-www-form-urlencoded)"
"9252","317.844058","124.156.189.176","192.168.75.216","TCP","54","80  >  58313 [ACK] Seq=1 Ack=709 Win=4896 Len=0"
"9254","317.845719","192.168.75.216","150.109.28.54","TCP","66","58314  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"9256","317.876041","192.168.75.216","150.109.28.54","TCP","66","58315  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"9257","317.987085","192.168.75.216","150.109.28.54","TCP","66","58316  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"9258","317.989037","124.156.189.176","192.168.75.216","HTTP","262","HTTP/1.1 200 OK  (application/multipart-formdata)"
"9259","317.989037","150.109.28.54","192.168.75.216","TCP","66","443  >  58314 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"9260","317.989234","192.168.75.216","150.109.28.54","TCP","54","58314  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"9261","317.989363","150.109.28.54","192.168.75.216","TCP","66","443  >  58315 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"9262","317.989454","192.168.75.216","150.109.28.54","TCP","54","58315  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"9263","317.989589","192.168.75.216","150.109.28.54","TLSv1.2","571","Client Hello"
"9264","317.989957","192.168.75.216","150.109.28.54","TLSv1.2","571","Client Hello"
"9265","318.046269","192.168.75.216","124.156.189.176","TCP","54","58313  >  80 [ACK] Seq=709 Ack=209 Win=65536 Len=0"
"9266","318.051084","150.109.28.54","192.168.75.216","TCP","66","443  >  58316 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"9267","318.051084","150.109.28.54","192.168.75.216","TCP","54","443  >  58315 [ACK] Seq=1 Ack=518 Win=4704 Len=0"
"9268","318.051294","192.168.75.216","150.109.28.54","TCP","54","58316  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"9269","318.051422","150.109.28.54","192.168.75.216","TCP","54","443  >  58314 [ACK] Seq=1 Ack=518 Win=4704 Len=0"
"9270","318.051422","150.109.28.54","192.168.75.216","TLSv1.2","204","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"9271","318.051422","150.109.28.54","192.168.75.216","TLSv1.2","204","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"9272","318.051944","192.168.75.216","150.109.28.54","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"9273","318.053213","192.168.75.216","150.109.28.54","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"9274","318.054301","192.168.75.216","150.109.28.54","TLSv1.2","107","Application Data"
"9275","318.054488","192.168.75.216","150.109.28.54","TLSv1.2","104","Application Data"
"9276","318.054620","192.168.75.216","150.109.28.54","TLSv1.2","96","Application Data"
"9277","318.055420","192.168.75.216","150.109.28.54","TLSv1.2","469","Application Data"
"9278","318.055654","192.168.75.216","150.109.28.54","TLSv1.2","164","Application Data"
"9281","318.168908","150.109.28.54","192.168.75.216","TCP","54","443  >  58314 [ACK] Seq=151 Ack=569 Win=4768 Len=0"
"9282","318.168908","150.109.28.54","192.168.75.216","TLSv1.2","123","Application Data"
"9283","318.169046","150.109.28.54","192.168.75.216","TCP","54","443  >  58315 [ACK] Seq=151 Ack=1239 Win=5408 Len=0"
"9284","318.169046","150.109.28.54","192.168.75.216","TLSv1.2","132","Application Data"
"9285","318.169046","150.109.28.54","192.168.75.216","TLSv1.2","354","Application Data"
"9286","318.169046","150.109.28.54","192.168.75.216","TLSv1.2","354","Application Data"
"9287","318.169046","58.251.106.185","192.168.75.216","TCP","74","443  >  58309 [PSH, ACK] Seq=41 Ack=975 Win=5152 Len=20 [TCP segment of a reassembled PDU]"
"9288","318.169153","192.168.75.216","150.109.28.54","TCP","54","58315  >  443 [ACK] Seq=1239 Ack=829 Win=64768 Len=0"
"9289","318.172032","192.168.75.216","150.109.28.54","TLSv1.2","92","Application Data"
"9290","318.174199","192.168.75.216","150.109.28.54","TCP","66","58317  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"9291","318.175761","192.168.75.216","150.109.28.54","TCP","66","58318  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"9292","318.210859","192.168.75.216","150.109.28.54","TCP","54","58314  >  443 [ACK] Seq=569 Ack=220 Win=65536 Len=0"
"9293","318.210959","192.168.75.216","58.251.106.185","TCP","54","58309  >  443 [ACK] Seq=975 Ack=61 Win=65476 Len=0"
"9294","318.429707","192.168.75.216","150.109.28.54","TCP","66","58319  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"9295","318.430502","150.109.28.54","192.168.75.216","TCP","66","443  >  58318 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"9296","318.430502","150.109.28.54","192.168.75.216","TCP","66","443  >  58317 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"9297","318.430685","192.168.75.216","150.109.28.54","TCP","54","58318  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"9298","318.430765","192.168.75.216","150.109.28.54","TCP","54","58317  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"9299","318.430840","150.109.28.54","192.168.75.216","TCP","54","443  >  58315 [ACK] Seq=829 Ack=1277 Win=5472 Len=0"
"9300","318.431106","192.168.75.216","150.109.28.54","TLSv1.2","571","Client Hello"
"9301","318.431403","192.168.75.216","150.109.28.54","TLSv1.2","571","Client Hello"
"9303","318.521387","150.109.28.54","192.168.75.216","TCP","66","443  >  58319 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"9304","318.521634","192.168.75.216","150.109.28.54","TCP","54","58319  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"9309","318.748002","150.109.28.54","192.168.75.216","TCP","54","443  >  58318 [ACK] Seq=1 Ack=518 Win=4704 Len=0"
"9310","318.748002","150.109.28.54","192.168.75.216","TCP","54","443  >  58317 [ACK] Seq=1 Ack=518 Win=4704 Len=0"
"9311","318.748159","150.109.28.54","192.168.75.216","TLSv1.2","204","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"9312","318.748159","150.109.28.54","192.168.75.216","TLSv1.2","204","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"9313","318.748513","192.168.75.216","150.109.28.54","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"9314","318.749572","192.168.75.216","150.109.28.54","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"9315","318.751170","192.168.75.216","150.109.28.54","TLSv1.2","107","Application Data"
"9316","318.751281","192.168.75.216","150.109.28.54","TLSv1.2","104","Application Data"
"9317","318.751362","192.168.75.216","150.109.28.54","TLSv1.2","96","Application Data"
"9318","318.752099","192.168.75.216","150.109.28.54","TLSv1.2","487","Application Data"
"9319","318.752277","192.168.75.216","150.109.28.54","TLSv1.2","157","Application Data"
"9320","318.752383","192.168.75.216","150.109.28.54","TLSv1.2","447","Application Data"
"9321","318.752495","192.168.75.216","150.109.28.54","TLSv1.2","392","Application Data"
"9323","319.266552","150.109.28.54","192.168.75.216","TCP","54","443  >  58318 [ACK] Seq=151 Ack=569 Win=4768 Len=0"
"9324","319.266552","150.109.28.54","192.168.75.216","TCP","54","443  >  58317 [ACK] Seq=151 Ack=569 Win=4768 Len=0"
"9325","319.266746","150.109.28.54","192.168.75.216","TCP","54","443  >  58318 [ACK] Seq=151 Ack=1643 Win=5824 Len=0"
"9326","319.266746","150.109.28.54","192.168.75.216","TCP","54","443  >  58318 [ACK] Seq=151 Ack=1981 Win=6176 Len=0"
"9327","319.266746","150.109.28.54","192.168.75.216","TLSv1.2","123","Application Data"
"9328","319.266746","150.109.28.54","192.168.75.216","TLSv1.2","118","Application Data"
"9329","319.266746","150.109.28.54","192.168.75.216","TLSv1.2","438","Application Data"
"9330","319.266746","150.109.28.54","192.168.75.216","TLSv1.2","123","Application Data"
"9331","319.266746","150.109.28.54","192.168.75.216","TLSv1.2","755","Application Data"
"9332","319.266867","192.168.75.216","150.109.28.54","TCP","54","58318  >  443 [ACK] Seq=1981 Ack=1369 Win=64256 Len=0"
"9333","319.267079","150.109.28.54","192.168.75.216","TLSv1.2","92","Application Data"
"9334","319.269698","192.168.75.216","150.109.28.54","TLSv1.2","92","Application Data"
"9335","319.310295","192.168.75.216","150.109.28.54","TCP","54","58317  >  443 [ACK] Seq=569 Ack=220 Win=65536 Len=0"
"9336","319.312286","150.109.28.54","192.168.75.216","TCP","54","443  >  58318 [ACK] Seq=1407 Ack=2019 Win=6208 Len=0"
"9337","319.392278","192.168.75.216","58.251.106.185","TCP","54","58309  >  443 [FIN, ACK] Seq=975 Ack=61 Win=65476 Len=0"
"9338","319.692722","192.168.75.216","58.251.106.185","TCP","54","[TCP Retransmission] 58309  >  443 [FIN, ACK] Seq=975 Ack=61 Win=65476 Len=0"
"9339","319.696367","58.251.106.185","192.168.75.216","TCP","54","443  >  58309 [ACK] Seq=61 Ack=976 Win=5152 Len=0"
"9340","319.921858","58.251.106.185","192.168.75.216","TCP","54","[TCP Dup ACK 9339#1] 443  >  58309 [ACK] Seq=61 Ack=976 Win=5152 Len=0"
"9341","319.921858","58.251.106.185","192.168.75.216","TCP","54","443  >  58309 [FIN, ACK] Seq=61 Ack=976 Win=5152 Len=0"
"9342","319.922003","192.168.75.216","58.251.106.185","TCP","54","58309  >  443 [ACK] Seq=976 Ack=62 Win=65476 Len=0"
"9343","320.370159","192.168.75.216","52.71.28.102","TCP","55","[TCP Keep-Alive] 58005  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"9344","320.421990","52.71.28.102","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58005 [ACK] Seq=1 Ack=2 Win=170 Len=0"
"9360","320.838170","192.168.75.216","203.205.235.61","TCP","66","58320  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"9361","320.881987","203.205.235.61","192.168.75.216","TCP","66","443  >  58320 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"9362","320.882170","192.168.75.216","203.205.235.61","TCP","54","58320  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"9363","320.882573","192.168.75.216","203.205.235.61","TLSv1.2","571","Client Hello"
"9364","320.944211","203.205.235.61","192.168.75.216","TCP","54","443  >  58320 [ACK] Seq=1 Ack=518 Win=4704 Len=0"
"9369","321.010877","203.205.235.61","192.168.75.216","TLSv1.2","204","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"9370","321.011289","192.168.75.216","203.205.235.61","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"9371","321.012430","192.168.75.216","203.205.235.61","TLSv1.2","107","Application Data"
"9372","321.012536","192.168.75.216","203.205.235.61","TLSv1.2","104","Application Data"
"9373","321.012620","192.168.75.216","203.205.235.61","TLSv1.2","96","Application Data"
"9374","321.013034","192.168.75.216","203.205.235.61","TLSv1.2","584","Application Data"
"9375","321.013161","192.168.75.216","203.205.235.61","TLSv1.2","1331","Application Data"
"9376","321.045606","203.205.235.61","192.168.75.216","TCP","54","443  >  58320 [ACK] Seq=151 Ack=714 Win=4896 Len=0"
"9377","321.057622","203.205.235.61","192.168.75.216","TCP","54","443  >  58320 [ACK] Seq=151 Ack=2521 Win=6720 Len=0"
"9378","321.091611","203.205.235.61","192.168.75.216","TLSv1.2","132","Application Data"
"9379","321.092095","192.168.75.216","203.205.235.61","TLSv1.2","92","Application Data"
"9380","321.144125","203.205.235.61","192.168.75.216","TLSv1.2","96","Application Data"
"9381","321.149951","203.205.235.61","192.168.75.216","TLSv1.2","155","Application Data"
"9382","321.150011","192.168.75.216","203.205.235.61","TCP","54","58320  >  443 [ACK] Seq=2559 Ack=372 Win=65280 Len=0"
"9383","321.171541","203.205.235.61","192.168.75.216","TCP","54","443  >  58320 [ACK] Seq=372 Ack=2559 Win=6752 Len=0"
